Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
957,CA-2022-1956,12/02/2022,12/07/2022,Standard Class,CG-1156,Customer 32,Home Office,United States,New York,Illinois,46948,Central,TEC-7117,Technology,Laptops,Laptops Model 45,1729.55,6,0.2,770.43
958,CA-2022-1957,04/03/2022,04/06/2022,Standard Class,CG-1063,Customer 54,Corporate,United States,New York,Texas,93082,South,FUR-5596,Furniture,Chairs,Chairs Model 36,688.11,6,0.3,-5.62
959,CA-2022-1958,03/12/2023,03/18/2023,First Class,CG-1058,Customer 182,Home Office,United States,Phoenix,New York,42649,South,FUR-8696,Furniture,Tables,Tables Model 2,633.79,2,0.1,550.19
960,CA-2022-1959,03/25/2021,03/30/2021,Standard Class,CG-1118,Customer 155,Home Office,United States,Chicago,California,68914,South,TEC-4165,Technology,Laptops,Laptops Model 50,559.66,3,0.0,647.77
961,CA-2022-1960,09/10/2021,09/12/2021,First Class,CG-1000,Customer 84,Corporate,United States,Phoenix,Florida,83646,East,FUR-5468,Furniture,Tables,Tables Model 21,974.55,6,0.2,683.21
962,CA-2022-1961,07/12/2021,07/17/2021,First Class,CG-1030,Customer 76,Home Office,United States,Los Angeles,New York,78616,Central,FUR-5066,Furniture,Bookcases,Bookcases Model 25,851.75,1,0.0,60.99
963,CA-2022-1962,01/26/2021,01/27/2021,First Class,CG-1164,Customer 196,Corporate,United States,Los Angeles,Texas,70940,East,FUR-8318,Furniture,Tables,Tables Model 41,770.22,3,0.2,244.14
964,CA-2022-1963,10/08/2021,10/12/2021,Standard Class,CG-1050,Customer 181,Home Office,United States,Houston,Texas,31351,East,OFF-6288,Office Supplies,Binders,Binders Model 2,256.59,6,0.2,277.1
965,CA-2022-1964,05/02/2023,05/08/2023,Standard Class,CG-1140,Customer 7,Home Office,United States,Houston,Texas,61843,East,FUR-6351,Furniture,Tables,Tables Model 40,1673.79,1,0.3,82.91
966,CA-2022-1965,02/10/2021,02/15/2021,Second Class,CG-1185,Customer 184,Home Office,United States,New York,Florida,18372,West,TEC-3292,Technology,Accessories,Accessories Model 10,213.48,3,0.3,35.01
967,CA-2022-1966,12/13/2021,12/14/2021,Standard Class,CG-1087,Customer 193,Consumer,United States,Houston,Florida,81448,West,OFF-9596,Office Supplies,Paper,Paper Model 27,1287.22,7,0.3,-45.02
968,CA-2022-1967,04/05/2022,04/07/2022,Second Class,CG-1195,Customer 67,Consumer,United States,New York,California,94509,West,FUR-1859,Furniture,Chairs,Chairs Model 42,1687.36,4,0.1,-157.61
969,CA-2022-1968,06/06/2021,06/13/2021,Second Class,CG-1128,Customer 82,Corporate,United States,Houston,Florida,12523,Central,FUR-9064,Furniture,Chairs,Chairs Model 2,1342.59,7,0.2,-132.04
970,CA-2022-1969,02/06/2021,02/08/2021,Second Class,CG-1149,Customer 126,Consumer,United States,Chicago,California,86229,Central,FUR-9341,Furniture,Bookcases,Bookcases Model 11,800.39,3,0.2,-192.65
971,CA-2022-1970,09/30/2022,10/03/2022,Standard Class,CG-1142,Customer 96,Home Office,United States,Houston,New York,36422,Central,TEC-6480,Technology,Accessories,Accessories Model 13,660.85,5,0.1,-80.83
972,CA-2022-1971,01/30/2021,02/03/2021,First Class,CG-1166,Customer 172,Home Office,United States,Houston,New York,34226,West,OFF-1682,Office Supplies,Paper,Paper Model 25,1611.23,4,0.0,559.76
973,CA-2022-1972,11/02/2021,11/09/2021,First Class,CG-1172,Customer 55,Home Office,United States,Chicago,Texas,70788,West,TEC-4765,Technology,Accessories,Accessories Model 37,1781.51,5,0.0,311.1
974,CA-2022-1973,08/10/2021,08/17/2021,Second Class,CG-1085,Customer 53,Corporate,United States,Houston,Texas,70015,South,OFF-3707,Office Supplies,Binders,Binders Model 32,965.55,10,0.0,595.0
975,CA-2022-1974,03/21/2021,03/26/2021,Second Class,CG-1000,Customer 8,Home Office,United States,Los Angeles,California,45944,West,TEC-5971,Technology,Phones,Phones Model 29,769.03,10,0.0,-102.77
976,CA-2022-1975,10/24/2022,10/26/2022,Standard Class,CG-1189,Customer 96,Consumer,United States,Chicago,Florida,95672,West,OFF-5873,Office Supplies,Binders,Binders Model 50,79.64,2,0.0,-58.16
977,CA-2022-1976,05/04/2021,05/10/2021,First Class,CG-1174,Customer 8,Corporate,United States,New York,California,24756,West,OFF-4847,Office Supplies,Binders,Binders Model 30,1740.89,10,0.3,357.44
978,CA-2022-1977,12/21/2022,12/26/2022,Standard Class,CG-1016,Customer 188,Home Office,United States,New York,New York,18540,South,OFF-7183,Office Supplies,Binders,Binders Model 2,83.95,7,0.1,212.42
979,CA-2022-1978,02/15/2021,02/21/2021,Second Class,CG-1197,Customer 72,Home Office,United States,Chicago,Florida,36568,Central,FUR-1399,Furniture,Bookcases,Bookcases Model 43,551.21,4,0.0,489.68
980,CA-2022-1979,02/15/2021,02/22/2021,First Class,CG-1111,Customer 144,Home Office,United States,Houston,New York,16198,Central,FUR-6964,Furniture,Bookcases,Bookcases Model 6,1200.12,8,0.1,344.59
981,CA-2022-1980,01/16/2022,01/22/2022,First Class,CG-1138,Customer 38,Corporate,United States,Chicago,Florida,32801,South,OFF-7096,Office Supplies,Pens,Pens Model 30,1967.19,5,0.0,614.23
982,CA-2022-1981,07/10/2022,07/14/2022,Standard Class,CG-1110,Customer 23,Home Office,United States,Chicago,New York,53621,Central,OFF-8644,Office Supplies,Pens,Pens Model 29,1509.87,3,0.0,143.45
983,CA-2022-1982,09/06/2022,09/09/2022,First Class,CG-1161,Customer 191,Consumer,United States,Phoenix,New York,36976,South,TEC-2339,Technology,Phones,Phones Model 27,1762.64,9,0.2,-158.02
984,CA-2022-1983,01/05/2021,01/08/2021,First Class,CG-1170,Customer 43,Home Office,United States,New York,Texas,74117,West,FUR-6332,Furniture,Bookcases,Bookcases Model 47,1674.57,6,0.2,736.93
985,CA-2022-1984,04/20/2023,04/24/2023,Second Class,CG-1147,Customer 90,Home Office,United States,Houston,California,39597,South,TEC-3551,Technology,Accessories,Accessories Model 45,1791.52,4,0.3,-199.4
986,CA-2022-1985,05/23/2022,05/25/2022,Second Class,CG-1177,Customer 79,Consumer,United States,Houston,Texas,37426,West,TEC-4129,Technology,Phones,Phones Model 2,42.28,5,0.0,7.09
987,CA-2022-1986,03/10/2021,03/13/2021,Standard Class,CG-1030,Customer 109,Corporate,United States,Houston,California,88323,Central,TEC-6622,Technology,Phones,Phones Model 25,756.08,5,0.1,419.26
988,CA-2022-1987,09/22/2022,09/27/2022,Second Class,CG-1173,Customer 126,Consumer,United States,Houston,Texas,56071,West,OFF-5190,Office Supplies,Pens,Pens Model 45,952.46,7,0.2,569.79
989,CA-2022-1988,08/25/2022,08/30/2022,Standard Class,CG-1175,Customer 126,Consumer,United States,Houston,California,73890,West,OFF-8780,Office Supplies,Pens,Pens Model 17,1092.03,2,0.0,524.28
990,CA-2022-1989,04/07/2021,04/11/2021,Standard Class,CG-1191,Customer 87,Consumer,United States,Phoenix,Florida,14501,Central,TEC-6075,Technology,Accessories,Accessories Model 36,1556.56,8,0.0,413.72
991,CA-2022-1990,12/02/2022,12/04/2022,First Class,CG-1172,Customer 200,Consumer,United States,Phoenix,Florida,19057,East,FUR-8588,Furniture,Chairs,Chairs Model 18,1397.29,7,0.2,453.7
992,CA-2022-1991,08/23/2022,08/24/2022,First Class,CG-1132,Customer 126,Consumer,United States,Houston,Texas,31331,West,FUR-5756,Furniture,Tables,Tables Model 39,669.52,2,0.3,-45.2
993,CA-2022-1992,05/09/2022,05/13/2022,Second Class,CG-1001,Customer 100,Home Office,United States,New York,Florida,15750,Central,FUR-3992,Furniture,Chairs,Chairs Model 15,686.74,10,0.1,28.73
994,CA-2022-1993,04/29/2021,04/30/2021,Second Class,CG-1035,Customer 34,Home Office,United States,Phoenix,Illinois,13103,South,OFF-9128,Office Supplies,Pens,Pens Model 24,1590.73,7,0.0,508.41
995,CA-2022-1994,10/13/2022,10/18/2022,Second Class,CG-1107,Customer 122,Consumer,United States,Chicago,Florida,83044,South,TEC-2096,Technology,Laptops,Laptops Model 5,183.61,6,0.1,201.33
996,CA-2022-1995,05/04/2021,05/05/2021,Second Class,CG-1022,Customer 147,Consumer,United States,New York,Florida,96489,Central,FUR-5309,Furniture,Chairs,Chairs Model 31,142.97,3,0.2,213.26
997,CA-2022-1996,08/26/2021,08/28/2021,Second Class,CG-1076,Customer 35,Home Office,United States,Houston,California,58740,West,TEC-9359,Technology,Phones,Phones Model 1,234.38,5,0.2,330.52
998,CA-2022-1997,11/24/2021,11/26/2021,Standard Class,CG-1054,Customer 49,Home Office,United States,Houston,Florida,72748,East,OFF-2622,Office Supplies,Binders,Binders Model 12,781.84,9,0.0,-53.89
999,CA-2022-1998,05/29/2021,06/05/2021,Second Class,CG-1122,Customer 132,Consumer,United States,Phoenix,New York,42383,South,FUR-6926,Furniture,Bookcases,Bookcases Model 15,1657.67,7,0.0,552.37
1000,CA-2022-1999,03/11/2023,03/15/2023,Second Class,CG-1049,Customer 172,Home Office,United States,Chicago,Florida,68959,East,FUR-3086,Furniture,Tables,Tables Model 31,1233.64,9,0.1,446.04
1001,CA-2023-2000,09/05/2021,09/10/2021,First Class,CG-1073,Customer 128,Consumer,United States,Houston,Illinois,14051,South,TEC-2086,Technology,Phones,Phones Model 36,178.84,3,0.3,-160.05
1002,CA-2023-2001,10/15/2021,10/19/2021,First Class,CG-1087,Customer 78,Home Office,United States,Phoenix,Texas,50388,South,OFF-9379,Office Supplies,Paper,Paper Model 32,778.33,10,0.3,360.19
1003,CA-2023-2002,09/06/2022,09/12/2022,First Class,CG-1035,Customer 121,Corporate,United States,Los Angeles,Florida,54880,West,TEC-5122,Technology,Accessories,Accessories Model 41,543.74,5,0.0,394.43
1004,CA-2023-2003,11/28/2021,11/30/2021,First Class,CG-1048,Customer 90,Corporate,United States,New York,Texas,77852,South,FUR-5563,Furniture,Tables,Tables Model 17,1199.54,4,0.2,690.55
1005,CA-2023-2004,10/30/2021,11/01/2021,First Class,CG-1175,Customer 93,Home Office,United States,Phoenix,Illinois,52092,East,FUR-8580,Furniture,Bookcases,Bookcases Model 38,1045.02,2,0.3,522.74
1006,CA-2023-2005,09/10/2021,09/12/2021,First Class,CG-1162,Customer 87,Consumer,United States,Houston,Texas,42195,South,OFF-8935,Office Supplies,Pens,Pens Model 46,548.77,10,0.1,337.41
1007,CA-2023-2006,09/13/2022,09/14/2022,Standard Class,CG-1031,Customer 97,Home Office,United States,Houston,California,18722,East,FUR-5174,Furniture,Tables,Tables Model 32,914.97,9,0.2,621.16
1008,CA-2023-2007,03/07/2022,03/09/2022,Standard Class,CG-1013,Customer 110,Home Office,United States,Houston,Illinois,24166,South,TEC-8162,Technology,Accessories,Accessories Model 25,633.15,3,0.0,-77.08
1009,CA-2023-2008,05/18/2023,05/19/2023,Standard Class,CG-1027,Customer 141,Home Office,United States,Chicago,New York,22568,South,FUR-4356,Furniture,Chairs,Chairs Model 3,1783.71,10,0.0,-190.14
1010,CA-2023-2009,01/07/2023,01/10/2023,Standard Class,CG-1110,Customer 62,Consumer,United States,New York,Illinois,89123,Central,OFF-6792,Office Supplies,Pens,Pens Model 16,311.89,9,0.2,116.72
1011,CA-2023-2010,04/06/2023,04/13/2023,Standard Class,CG-1052,Customer 139,Home Office,United States,Los Angeles,New York,21950,Central,FUR-8966,Furniture,Chairs,Chairs Model 8,200.41,7,0.0,42.02
1012,CA-2023-2011,06/27/2021,06/29/2021,Standard Class,CG-1027,Customer 1,Consumer,United States,Chicago,Florida,85974,South,TEC-8309,Technology,Phones,Phones Model 14,472.04,2,0.1,512.43
1013,CA-2023-2012,01/27/2023,01/31/2023,First Class,CG-1192,Customer 98,Consumer,United States,Phoenix,Texas,36886,South,OFF-8154,Office Supplies,Binders,Binders Model 34,691.15,1,0.1,307.56
1014,CA-2023-2013,09/14/2022,09/16/2022,Standard Class,CG-1036,Customer 181,Consumer,United States,Phoenix,Florida,32070,South,OFF-4393,Office Supplies,Paper,Paper Model 14,635.28,7,0.0,48.77
1015,CA-2023-2014,01/24/2022,01/29/2022,Standard Class,CG-1006,Customer 176,Home Office,United States,New York,California,69276,West,OFF-7371,Office Supplies,Binders,Binders Model 37,696.92,7,0.0,290.96
1016,CA-2023-2015,03/11/2022,03/12/2022,Standard Class,CG-1065,Customer 90,Consumer,United States,Chicago,Texas,44060,South,TEC-3590,Technology,Laptops,Laptops Model 11,446.08,10,0.3,317.17
1017,CA-2023-2016,05/17/2023,05/18/2023,Standard Class,CG-1093,Customer 13,Consumer,United States,Los Angeles,New York,22108,West,TEC-5102,Technology,Phones,Phones Model 6,1055.26,5,0.1,-50.97
1018,CA-2023-2017,10/13/2021,10/20/2021,Second Class,CG-1058,Customer 105,Corporate,United States,New York,Illinois,18752,East,FUR-2511,Furniture,Tables,Tables Model 40,113.77,3,0.0,347.94
1019,CA-2023-2018,08/30/2021,08/31/2021,Second Class,CG-1154,Customer 183,Consumer,United States,Los Angeles,California,45264,East,OFF-9748,Office Supplies,Binders,Binders Model 8,1560.33,9,0.0,523.21
1020,CA-2023-2019,07/11/2021,07/13/2021,Second Class,CG-1083,Customer 44,Corporate,United States,Phoenix,California,75655,West,FUR-7452,Furniture,Bookcases,Bookcases Model 9,342.33,8,0.0,646.54
1021,CA-2023-2020,05/05/2023,05/08/2023,First Class,CG-1200,Customer 72,Corporate,United States,New York,Florida,32956,West,FUR-5066,Furniture,Bookcases,Bookcases Model 11,1283.87,1,0.0,782.86
1022,CA-2023-2021,10/22/2021,10/26/2021,First Class,CG-1125,Customer 174,Corporate,United States,Phoenix,Illinois,62939,South,FUR-9514,Furniture,Chairs,Chairs Model 23,1574.91,10,0.3,637.63
1023,CA-2023-2022,06/21/2022,06/25/2022,Second Class,CG-1128,Customer 128,Consumer,United States,Los Angeles,New York,19622,Central,OFF-5889,Office Supplies,Paper,Paper Model 8,1212.75,7,0.1,175.94
1024,CA-2023-2023,11/19/2021,11/23/2021,Second Class,CG-1192,Customer 5,Consumer,United States,Houston,New York,68974,East,OFF-5947,Office Supplies,Binders,Binders Model 26,496.54,1,0.0,703.66
1025,CA-2023-2024,02/13/2022,02/17/2022,First Class,CG-1119,Customer 96,Consumer,United States,Houston,New York,64499,West,OFF-5020,Office Supplies,Paper,Paper Model 10,1795.11,2,0.0,174.04
1026,CA-2023-2025,01/31/2022,02/06/2022,Standard Class,CG-1019,Customer 154,Corporate,United States,Chicago,Illinois,82300,South,OFF-1663,Office Supplies,Paper,Paper Model 31,144.83,6,0.0,110.34
1027,CA-2023-2026,01/12/2021,01/13/2021,Second Class,CG-1190,Customer 183,Home Office,United States,Chicago,California,13235,East,TEC-9537,Technology,Phones,Phones Model 24,58.04,7,0.0,598.51
1028,CA-2023-2027,09/29/2022,10/02/2022,Standard Class,CG-1094,Customer 14,Home Office,United States,Phoenix,California,67461,South,OFF-8100,Office Supplies,Paper,Paper Model 49,1032.8,9,0.3,548.94
1029,CA-2023-2028,06/07/2021,06/14/2021,Standard Class,CG-1084,Customer 170,Home Office,United States,Houston,Texas,28868,East,TEC-4216,Technology,Phones,Phones Model 6,1237.58,5,0.1,20.24
1030,CA-2023-2029,01/13/2021,01/15/2021,Second Class,CG-1107,Customer 146,Consumer,United States,Houston,New York,65956,Central,FUR-4450,Furniture,Tables,Tables Model 1,1982.14,3,0.0,65.51
1031,CA-2023-2030,08/13/2021,08/17/2021,Second Class,CG-1172,Customer 127,Consumer,United States,Los Angeles,Florida,54923,Central,OFF-8682,Office Supplies,Binders,Binders Model 17,1158.32,9,0.3,130.6
1032,CA-2023-2031,06/24/2022,06/26/2022,First Class,CG-1174,Customer 184,Home Office,United States,Phoenix,Texas,87837,East,TEC-4706,Technology,Laptops,Laptops Model 2,873.41,5,0.0,739.94
1033,CA-2023-2032,01/12/2023,01/16/2023,Second Class,CG-1151,Customer 77,Corporate,United States,Los Angeles,New York,82746,East,OFF-4587,Office Supplies,Paper,Paper Model 16,934.05,3,0.0,497.38
1034,CA-2023-2033,02/27/2022,03/05/2022,Standard Class,CG-1107,Customer 146,Corporate,United States,Chicago,California,41784,East,TEC-8883,Technology,Laptops,Laptops Model 43,141.98,6,0.0,235.62
1035,CA-2023-2034,03/01/2022,03/05/2022,Second Class,CG-1085,Customer 95,Consumer,United States,Chicago,New York,73769,South,OFF-7493,Office Supplies,Binders,Binders Model 38,435.92,7,0.0,86.47
1036,CA-2023-2035,12/11/2021,12/13/2021,First Class,CG-1083,Customer 152,Corporate,United States,Los Angeles,California,20760,West,TEC-1139,Technology,Phones,Phones Model 10,1085.34,8,0.0,734.37
1037,CA-2023-2036,06/05/2021,06/06/2021,Second Class,CG-1120,Customer 46,Consumer,United States,New York,Texas,58072,Central,TEC-2433,Technology,Accessories,Accessories Model 3,338.79,5,0.0,-100.03
1038,CA-2023-2037,02/10/2021,02/15/2021,Second Class,CG-1049,Customer 44,Corporate,United States,Houston,California,45039,Central,TEC-9619,Technology,Phones,Phones Model 5,1665.29,5,0.0,-135.06
1039,CA-2023-2038,06/11/2021,06/17/2021,First Class,CG-1131,Customer 25,Corporate,United States,Phoenix,New York,47184,West,TEC-7445,Technology,Laptops,Laptops Model 22,1333.37,8,0.1,158.75
1040,CA-2023-2039,10/28/2021,11/03/2021,First Class,CG-1102,Customer 108,Consumer,United States,Chicago,Texas,37596,East,TEC-8557,Technology,Laptops,Laptops Model 10,1409.44,1,0.0,-141.25
1041,CA-2023-2040,04/21/2021,04/25/2021,Second Class,CG-1038,Customer 186,Consumer,United States,Chicago,Texas,51936,East,FUR-8890,Furniture,Chairs,Chairs Model 28,825.66,9,0.3,387.67
1042,CA-2023-2041,04/30/2022,05/06/2022,Second Class,CG-1093,Customer 41,Corporate,United States,New York,Texas,18658,West,TEC-1514,Technology,Phones,Phones Model 17,785.22,8,0.1,458.33
1043,CA-2023-2042,06/03/2023,06/06/2023,Standard Class,CG-1034,Customer 84,Home Office,United States,Houston,Texas,84261,East,OFF-1121,Office Supplies,Pens,Pens Model 11,1909.04,7,0.0,286.89
1044,CA-2023-2043,02/13/2021,02/15/2021,Second Class,CG-1131,Customer 155,Corporate,United States,Chicago,New York,33660,South,OFF-1629,Office Supplies,Binders,Binders Model 50,28.36,6,0.3,142.96
1045,CA-2023-2044,12/12/2021,12/13/2021,Second Class,CG-1123,Customer 198,Home Office,United States,New York,New York,29373,Central,TEC-9273,Technology,Laptops,Laptops Model 18,1066.43,9,0.2,412.46
1046,CA-2023-2045,03/22/2022,03/29/2022,First Class,CG-1010,Customer 117,Home Office,United States,Phoenix,Illinois,48036,South,TEC-1729,Technology,Phones,Phones Model 19,671.88,7,0.2,427.04
1047,CA-2023-2046,04/30/2023,05/04/2023,Standard Class,CG-1155,Customer 147,Consumer,United States,Chicago,Illinois,39215,South,FUR-5336,Furniture,Tables,Tables Model 20,1784.11,1,0.0,468.43
1048,CA-2023-2047,02/09/2022,02/12/2022,Second Class,CG-1135,Customer 59,Consumer,United States,New York,Florida,41323,South,TEC-1036,Technology,Laptops,Laptops Model 28,105.05,2,0.0,335.26
1049,CA-2023-2048,01/17/2021,01/22/2021,First Class,CG-1196,Customer 164,Corporate,United States,Phoenix,California,75095,East,TEC-9750,Technology,Laptops,Laptops Model 43,1109.19,2,0.0,725.63
1050,CA-2023-2049,01/14/2023,01/17/2023,Second Class,CG-1139,Customer 168,Consumer,United States,Los Angeles,Florida,20443,Central,OFF-5023,Office Supplies,Pens,Pens Model 31,51.17,3,0.3,531.02
1051,CA-2023-2050,10/27/2021,11/02/2021,Standard Class,CG-1106,Customer 42,Corporate,United States,New York,New York,57373,West,FUR-5731,Furniture,Bookcases,Bookcases Model 20,1995.79,9,0.3,-131.41
1052,CA-2023-2051,05/24/2023,05/25/2023,Second Class,CG-1016,Customer 200,Corporate,United States,New York,California,69151,Central,FUR-2989,Furniture,Chairs,Chairs Model 33,1534.34,9,0.1,310.78
1053,CA-2023-2052,09/22/2022,09/25/2022,Second Class,CG-1091,Customer 24,Corporate,United States,New York,Florida,34811,Central,OFF-1298,Office Supplies,Pens,Pens Model 40,1610.71,2,0.0,-37.71
1054,CA-2023-2053,06/19/2022,06/26/2022,First Class,CG-1136,Customer 50,Corporate,United States,Chicago,California,54588,South,OFF-8084,Office Supplies,Binders,Binders Model 7,1616.48,7,0.0,-32.48
1055,CA-2023-2054,05/11/2022,05/18/2022,First Class,CG-1191,Customer 179,Consumer,United States,New York,Florida,83067,South,TEC-7345,Technology,Accessories,Accessories Model 21,1288.63,4,0.0,-163.62
1056,CA-2023-2055,08/08/2022,08/11/2022,Second Class,CG-1170,Customer 96,Home Office,United States,Chicago,Florida,10974,Central,FUR-8593,Furniture,Chairs,Chairs Model 6,276.82,2,0.2,320.51
1057,CA-2023-2056,05/20/2021,05/24/2021,Standard Class,CG-1141,Customer 142,Home Office,United States,Chicago,California,91912,West,FUR-6194,Furniture,Bookcases,Bookcases Model 16,631.0,7,0.0,-161.06
1058,CA-2023-2057,11/04/2021,11/10/2021,Second Class,CG-1178,Customer 67,Corporate,United States,New York,Texas,54556,South,FUR-2218,Furniture,Chairs,Chairs Model 34,733.93,8,0.0,538.63
1059,CA-2023-2058,01/27/2021,01/30/2021,Standard Class,CG-1047,Customer 183,Consumer,United States,New York,Illinois,89024,West,OFF-6939,Office Supplies,Binders,Binders Model 8,199.36,5,0.0,118.31
1060,CA-2023-2059,08/14/2022,08/16/2022,First Class,CG-1020,Customer 60,Consumer,United States,Chicago,Texas,82116,West,FUR-9993,Furniture,Chairs,Chairs Model 37,1741.9,9,0.0,706.32
1061,CA-2023-2060,04/13/2021,04/17/2021,Second Class,CG-1079,Customer 108,Consumer,United States,Chicago,Texas,16822,East,TEC-2126,Technology,Laptops,Laptops Model 7,1898.48,10,0.0,-93.17
1062,CA-2023-2061,04/26/2022,05/03/2022,Standard Class,CG-1103,Customer 139,Consumer,United States,Chicago,New York,87444,East,OFF-2343,Office Supplies,Binders,Binders Model 22,345.08,10,0.3,666.69
1063,CA-2023-2062,04/27/2022,04/29/2022,First Class,CG-1181,Customer 33,Consumer,United States,Phoenix,New York,63465,West,TEC-9568,Technology,Phones,Phones Model 18,1157.61,4,0.1,347.56
1064,CA-2023-2063,08/05/2021,08/10/2021,First Class,CG-1099,Customer 50,Home Office,United States,Chicago,Texas,27853,South,FUR-7742,Furniture,Tables,Tables Model 38,582.45,4,0.2,656.14
1065,CA-2023-2064,03/07/2022,03/10/2022,First Class,CG-1154,Customer 128,Consumer,United States,Los Angeles,Florida,87429,East,FUR-5144,Furniture,Bookcases,Bookcases Model 45,265.1,3,0.3,380.2
1066,CA-2023-2065,05/16/2021,05/22/2021,Second Class,CG-1059,Customer 64,Home Office,United States,Los Angeles,California,99662,South,TEC-3178,Technology,Phones,Phones Model 14,560.33,2,0.2,-197.18
1067,CA-2023-2066,04/24/2021,05/01/2021,First Class,CG-1003,Customer 106,Consumer,United States,Chicago,New York,68598,East,FUR-3408,Furniture,Bookcases,Bookcases Model 47,1299.45,2,0.0,125.11
1068,CA-2023-2067,11/07/2022,11/12/2022,First Class,CG-1070,Customer 114,Home Office,United States,New York,New York,37103,South,OFF-6786,Office Supplies,Paper,Paper Model 13,1741.2,4,0.1,288.91
1069,CA-2023-2068,02/20/2021,02/23/2021,Second Class,CG-1110,Customer 119,Consumer,United States,Los Angeles,California,70128,Central,OFF-4339,Office Supplies,Paper,Paper Model 27,229.73,5,0.0,83.45
1070,CA-2023-2069,02/27/2023,02/28/2023,Standard Class,CG-1195,Customer 136,Consumer,United States,Phoenix,Florida,55592,Central,FUR-4675,Furniture,Tables,Tables Model 29,409.84,5,0.1,763.51
1071,CA-2023-2070,05/07/2022,05/09/2022,Standard Class,CG-1034,Customer 5,Consumer,United States,Houston,Florida,38688,East,OFF-2799,Office Supplies,Binders,Binders Model 18,1445.27,9,0.0,489.91
1072,CA-2023-2071,06/13/2022,06/20/2022,Standard Class,CG-1191,Customer 104,Consumer,United States,Los Angeles,Illinois,24040,East,OFF-5633,Office Supplies,Pens,Pens Model 17,1621.32,9,0.2,374.41
1073,CA-2023-2072,10/05/2022,10/09/2022,First Class,CG-1000,Customer 39,Consumer,United States,Chicago,Illinois,65014,Central,TEC-1023,Technology,Phones,Phones Model 31,394.9,2,0.3,106.34
1074,CA-2023-2073,12/14/2022,12/21/2022,Standard Class,CG-1150,Customer 52,Home Office,United States,Houston,Illinois,84083,Central,OFF-2574,Office Supplies,Paper,Paper Model 25,948.99,4,0.0,124.72
1075,CA-2023-2074,04/28/2022,05/05/2022,Second Class,CG-1136,Customer 86,Corporate,United States,New York,Florida,83719,West,OFF-2249,Office Supplies,Paper,Paper Model 7,1134.67,3,0.0,210.74
1076,CA-2023-2075,04/24/2022,04/28/2022,First Class,CG-1189,Customer 19,Consumer,United States,Phoenix,Florida,27789,East,FUR-4514,Furniture,Chairs,Chairs Model 14,748.05,1,0.0,-188.3
1077,CA-2023-2076,05/04/2021,05/07/2021,First Class,CG-1150,Customer 116,Consumer,United States,Los Angeles,Texas,41025,West,TEC-2532,Technology,Laptops,Laptops Model 17,1584.29,9,0.3,429.11
1078,CA-2023-2077,05/03/2022,05/09/2022,Standard Class,CG-1138,Customer 43,Home Office,United States,Los Angeles,Florida,38358,South,FUR-6418,Furniture,Chairs,Chairs Model 7,186.53,10,0.0,724.81
1079,CA-2023-2078,03/14/2022,03/20/2022,Standard Class,CG-1091,Customer 193,Corporate,United States,Phoenix,New York,13525,West,OFF-1349,Office Supplies,Binders,Binders Model 43,557.76,3,0.0,34.22
1080,CA-2023-2079,07/03/2021,07/05/2021,Second Class,CG-1050,Customer 34,Corporate,United States,Houston,California,96725,South,FUR-4696,Furniture,Bookcases,Bookcases Model 40,277.68,2,0.3,712.24
1081,CA-2023-2080,10/05/2022,10/12/2022,Standard Class,CG-1175,Customer 111,Consumer,United States,Los Angeles,New York,72092,South,FUR-1124,Furniture,Tables,Tables Model 11,755.33,9,0.0,484.44
1082,CA-2023-2081,03/28/2021,04/04/2021,Second Class,CG-1054,Customer 19,Consumer,United States,Houston,California,66966,East,OFF-3722,Office Supplies,Binders,Binders Model 18,1430.26,9,0.3,330.87
1083,CA-2023-2082,12/04/2021,12/08/2021,Second Class,CG-1152,Customer 137,Home Office,United States,Phoenix,New York,68859,South,TEC-3820,Technology,Accessories,Accessories Model 40,1675.01,8,0.0,115.73
1084,CA-2023-2083,01/22/2023,01/29/2023,Second Class,CG-1050,Customer 104,Corporate,United States,Houston,Illinois,70931,West,TEC-2889,Technology,Phones,Phones Model 45,262.29,1,0.0,537.0
1085,CA-2023-2084,07/28/2022,08/01/2022,Standard Class,CG-1166,Customer 149,Home Office,United States,New York,California,77889,East,TEC-9831,Technology,Phones,Phones Model 15,1599.9,4,0.0,308.42
1086,CA-2023-2085,03/17/2021,03/19/2021,First Class,CG-1141,Customer 22,Corporate,United States,Phoenix,Illinois,22260,Central,TEC-5278,Technology,Accessories,Accessories Model 22,1102.33,3,0.0,227.72
1087,CA-2023-2086,04/03/2023,04/10/2023,Second Class,CG-1178,Customer 163,Consumer,United States,Phoenix,New York,91899,South,FUR-2170,Furniture,Chairs,Chairs Model 28,1444.63,9,0.0,537.74
1088,CA-2023-2087,06/18/2021,06/24/2021,Standard Class,CG-1086,Customer 8,Consumer,United States,Los Angeles,California,97147,West,OFF-1497,Office Supplies,Paper,Paper Model 6,651.77,10,0.0,-117.37
1089,CA-2023-2088,04/05/2023,04/06/2023,Standard Class,CG-1200,Customer 138,Home Office,United States,Chicago,California,92686,West,FUR-3453,Furniture,Tables,Tables Model 23,632.56,2,0.2,445.61
